akc_id	type	TRA_chain	TRB_chain
iedb_receptor:24558	AlphaBetaTCR		iedb_receptor:24558-beta
iedb_receptor:24559	AlphaBetaTCR		iedb_receptor:24559-beta
iedb_receptor:24560	AlphaBetaTCR		iedb_receptor:24560-beta
iedb_receptor:24561	AlphaBetaTCR		iedb_receptor:24561-beta
iedb_receptor:24562	AlphaBetaTCR		iedb_receptor:24562-beta
iedb_receptor:24563	AlphaBetaTCR		iedb_receptor:24563-beta
iedb_receptor:24564	AlphaBetaTCR		iedb_receptor:24564-beta
iedb_receptor:24565	AlphaBetaTCR		iedb_receptor:24565-beta
iedb_receptor:24566	AlphaBetaTCR		iedb_receptor:24566-beta
iedb_receptor:24567	AlphaBetaTCR		iedb_receptor:24567-beta
iedb_receptor:24568	AlphaBetaTCR		iedb_receptor:24568-beta
iedb_receptor:24569	AlphaBetaTCR		iedb_receptor:24569-beta
iedb_receptor:24570	AlphaBetaTCR		iedb_receptor:24570-beta
iedb_receptor:24571	AlphaBetaTCR		iedb_receptor:24571-beta
iedb_receptor:24572	AlphaBetaTCR		iedb_receptor:24572-beta
iedb_receptor:24573	AlphaBetaTCR		iedb_receptor:24573-beta
iedb_receptor:21535	AlphaBetaTCR		iedb_receptor:21535-beta
iedb_receptor:21536	AlphaBetaTCR		iedb_receptor:21536-beta
iedb_receptor:21537	AlphaBetaTCR		iedb_receptor:21537-beta
iedb_receptor:21538	AlphaBetaTCR		iedb_receptor:21538-beta
iedb_receptor:21539	AlphaBetaTCR		iedb_receptor:21539-beta
iedb_receptor:21540	AlphaBetaTCR		iedb_receptor:21540-beta
iedb_receptor:21541	AlphaBetaTCR		iedb_receptor:21541-beta
iedb_receptor:21542	AlphaBetaTCR		iedb_receptor:21542-beta
iedb_receptor:21543	AlphaBetaTCR		iedb_receptor:21543-beta
iedb_receptor:21544	AlphaBetaTCR		iedb_receptor:21544-beta
iedb_receptor:21545	AlphaBetaTCR		iedb_receptor:21545-beta
iedb_receptor:21546	AlphaBetaTCR		iedb_receptor:21546-beta
iedb_receptor:21547	AlphaBetaTCR		iedb_receptor:21547-beta
iedb_receptor:21548	AlphaBetaTCR		iedb_receptor:21548-beta
iedb_receptor:21549	AlphaBetaTCR		iedb_receptor:21549-beta
iedb_receptor:21550	AlphaBetaTCR		iedb_receptor:21550-beta
iedb_receptor:21551	AlphaBetaTCR		iedb_receptor:21551-beta
iedb_receptor:21552	AlphaBetaTCR		iedb_receptor:21552-beta
iedb_receptor:21553	AlphaBetaTCR		iedb_receptor:21553-beta
iedb_receptor:21554	AlphaBetaTCR		iedb_receptor:21554-beta
iedb_receptor:21555	AlphaBetaTCR		iedb_receptor:21555-beta
iedb_receptor:21556	AlphaBetaTCR		iedb_receptor:21556-beta
iedb_receptor:21557	AlphaBetaTCR		iedb_receptor:21557-beta
iedb_receptor:21558	AlphaBetaTCR		iedb_receptor:21558-beta
iedb_receptor:20777	AlphaBetaTCR	iedb_receptor:20777-alpha	iedb_receptor:20777-beta
iedb_receptor:20778	AlphaBetaTCR	iedb_receptor:20778-alpha	iedb_receptor:20778-beta
iedb_receptor:20791	AlphaBetaTCR	iedb_receptor:20791-alpha	iedb_receptor:20791-beta
iedb_receptor:20805	AlphaBetaTCR	iedb_receptor:20805-alpha	iedb_receptor:20805-beta
iedb_receptor:20806	AlphaBetaTCR	iedb_receptor:20806-alpha	iedb_receptor:20806-beta
iedb_receptor:20841	AlphaBetaTCR	iedb_receptor:20841-alpha	iedb_receptor:20841-beta
iedb_receptor:20842	AlphaBetaTCR	iedb_receptor:20842-alpha	iedb_receptor:20842-beta
iedb_receptor:20843	AlphaBetaTCR	iedb_receptor:20843-alpha	iedb_receptor:20843-beta
iedb_receptor:20844	AlphaBetaTCR	iedb_receptor:20844-alpha	iedb_receptor:20844-beta
iedb_receptor:20845	AlphaBetaTCR	iedb_receptor:20845-alpha	iedb_receptor:20845-beta
iedb_receptor:20846	AlphaBetaTCR	iedb_receptor:20846-alpha	iedb_receptor:20846-beta
iedb_receptor:20847	AlphaBetaTCR	iedb_receptor:20847-alpha	iedb_receptor:20847-beta
iedb_receptor:20848	AlphaBetaTCR	iedb_receptor:20848-alpha	iedb_receptor:20848-beta
iedb_receptor:20849	AlphaBetaTCR	iedb_receptor:20849-alpha	iedb_receptor:20849-beta
iedb_receptor:20850	AlphaBetaTCR	iedb_receptor:20850-alpha	iedb_receptor:20850-beta
iedb_receptor:20851	AlphaBetaTCR	iedb_receptor:20851-alpha	iedb_receptor:20851-beta
iedb_receptor:20852	AlphaBetaTCR	iedb_receptor:20852-alpha	iedb_receptor:20852-beta
iedb_receptor:20853	AlphaBetaTCR	iedb_receptor:20853-alpha	iedb_receptor:20853-beta
iedb_receptor:20854	AlphaBetaTCR	iedb_receptor:20854-alpha	iedb_receptor:20854-beta
iedb_receptor:20855	AlphaBetaTCR	iedb_receptor:20855-alpha	iedb_receptor:20855-beta
iedb_receptor:20856	AlphaBetaTCR	iedb_receptor:20856-alpha	iedb_receptor:20856-beta
iedb_receptor:20857	AlphaBetaTCR	iedb_receptor:20857-alpha	iedb_receptor:20857-beta
iedb_receptor:20858	AlphaBetaTCR	iedb_receptor:20858-alpha	iedb_receptor:20858-beta
iedb_receptor:20859	AlphaBetaTCR	iedb_receptor:20859-alpha	iedb_receptor:20859-beta
iedb_receptor:20518	AlphaBetaTCR	iedb_receptor:20518-alpha	iedb_receptor:20518-beta
iedb_receptor:20860	AlphaBetaTCR	iedb_receptor:20860-alpha	iedb_receptor:20860-beta
iedb_receptor:20861	AlphaBetaTCR	iedb_receptor:20861-alpha	iedb_receptor:20861-beta
iedb_receptor:20862	AlphaBetaTCR	iedb_receptor:20862-alpha	iedb_receptor:20862-beta
iedb_receptor:20863	AlphaBetaTCR	iedb_receptor:20863-alpha	iedb_receptor:20863-beta
iedb_receptor:20864	AlphaBetaTCR	iedb_receptor:20864-alpha	iedb_receptor:20864-beta
iedb_receptor:20865	AlphaBetaTCR	iedb_receptor:20865-alpha	iedb_receptor:20865-beta
iedb_receptor:20866	AlphaBetaTCR	iedb_receptor:20866-alpha	iedb_receptor:20866-beta
iedb_receptor:20867	AlphaBetaTCR	iedb_receptor:20867-alpha	iedb_receptor:20867-beta
iedb_receptor:20868	AlphaBetaTCR	iedb_receptor:20868-alpha	iedb_receptor:20868-beta
iedb_receptor:20869	AlphaBetaTCR	iedb_receptor:20869-alpha	iedb_receptor:20869-beta
iedb_receptor:20870	AlphaBetaTCR	iedb_receptor:20870-alpha	iedb_receptor:20870-beta
iedb_receptor:20871	AlphaBetaTCR	iedb_receptor:20871-alpha	iedb_receptor:20871-beta
iedb_receptor:20872	AlphaBetaTCR	iedb_receptor:20872-alpha	iedb_receptor:20872-beta
iedb_receptor:20873	AlphaBetaTCR	iedb_receptor:20873-alpha	iedb_receptor:20873-beta
iedb_receptor:20874	AlphaBetaTCR	iedb_receptor:20874-alpha	iedb_receptor:20874-beta
iedb_receptor:20875	AlphaBetaTCR	iedb_receptor:20875-alpha	iedb_receptor:20875-beta
iedb_receptor:20876	AlphaBetaTCR	iedb_receptor:20876-alpha	iedb_receptor:20876-beta
iedb_receptor:20877	AlphaBetaTCR	iedb_receptor:20877-alpha	iedb_receptor:20877-beta
iedb_receptor:20878	AlphaBetaTCR	iedb_receptor:20878-alpha	iedb_receptor:20878-beta
iedb_receptor:20879	AlphaBetaTCR	iedb_receptor:20879-alpha	iedb_receptor:20879-beta
iedb_receptor:20880	AlphaBetaTCR	iedb_receptor:20880-alpha	iedb_receptor:20880-beta
iedb_receptor:20881	AlphaBetaTCR	iedb_receptor:20881-alpha	iedb_receptor:20881-beta
iedb_receptor:20882	AlphaBetaTCR	iedb_receptor:20882-alpha	iedb_receptor:20882-beta
iedb_receptor:20883	AlphaBetaTCR	iedb_receptor:20883-alpha	iedb_receptor:20883-beta
iedb_receptor:20884	AlphaBetaTCR	iedb_receptor:20884-alpha	iedb_receptor:20884-beta
iedb_receptor:20885	AlphaBetaTCR	iedb_receptor:20885-alpha	iedb_receptor:20885-beta
iedb_receptor:20886	AlphaBetaTCR	iedb_receptor:20886-alpha	iedb_receptor:20886-beta
iedb_receptor:20887	AlphaBetaTCR	iedb_receptor:20887-alpha	iedb_receptor:20887-beta
iedb_receptor:20888	AlphaBetaTCR	iedb_receptor:20888-alpha	iedb_receptor:20888-beta
iedb_receptor:20889	AlphaBetaTCR	iedb_receptor:20889-alpha	iedb_receptor:20889-beta
iedb_receptor:20890	AlphaBetaTCR	iedb_receptor:20890-alpha	iedb_receptor:20890-beta
iedb_receptor:20891	AlphaBetaTCR	iedb_receptor:20891-alpha	iedb_receptor:20891-beta
iedb_receptor:20892	AlphaBetaTCR	iedb_receptor:20892-alpha	iedb_receptor:20892-beta
iedb_receptor:20683	AlphaBetaTCR	iedb_receptor:20683-alpha	iedb_receptor:20683-beta
iedb_receptor:20893	AlphaBetaTCR	iedb_receptor:20893-alpha	iedb_receptor:20893-beta
iedb_receptor:20894	AlphaBetaTCR	iedb_receptor:20894-alpha	iedb_receptor:20894-beta
iedb_receptor:20895	AlphaBetaTCR	iedb_receptor:20895-alpha	iedb_receptor:20895-beta
iedb_receptor:20633	AlphaBetaTCR	iedb_receptor:20633-alpha	iedb_receptor:20633-beta
iedb_receptor:20896	AlphaBetaTCR	iedb_receptor:20896-alpha	iedb_receptor:20896-beta
iedb_receptor:20897	AlphaBetaTCR	iedb_receptor:20897-alpha	iedb_receptor:20897-beta
iedb_receptor:20898	AlphaBetaTCR	iedb_receptor:20898-alpha	iedb_receptor:20898-beta
iedb_receptor:20899	AlphaBetaTCR	iedb_receptor:20899-alpha	iedb_receptor:20899-beta
iedb_receptor:20900	AlphaBetaTCR	iedb_receptor:20900-alpha	iedb_receptor:20900-beta
iedb_receptor:20901	AlphaBetaTCR	iedb_receptor:20901-alpha	iedb_receptor:20901-beta
iedb_receptor:20468	AlphaBetaTCR	iedb_receptor:20468-alpha	iedb_receptor:20468-beta
iedb_receptor:20902	AlphaBetaTCR	iedb_receptor:20902-alpha	iedb_receptor:20902-beta
iedb_receptor:20903	AlphaBetaTCR	iedb_receptor:20903-alpha	iedb_receptor:20903-beta
iedb_receptor:20904	AlphaBetaTCR	iedb_receptor:20904-alpha	iedb_receptor:20904-beta
iedb_receptor:20905	AlphaBetaTCR	iedb_receptor:20905-alpha	iedb_receptor:20905-beta
iedb_receptor:20906	AlphaBetaTCR	iedb_receptor:20906-alpha	iedb_receptor:20906-beta
iedb_receptor:20907	AlphaBetaTCR	iedb_receptor:20907-alpha	iedb_receptor:20907-beta
iedb_receptor:20908	AlphaBetaTCR	iedb_receptor:20908-alpha	iedb_receptor:20908-beta
iedb_receptor:20909	AlphaBetaTCR	iedb_receptor:20909-alpha	iedb_receptor:20909-beta
iedb_receptor:20910	AlphaBetaTCR	iedb_receptor:20910-alpha	iedb_receptor:20910-beta
iedb_receptor:20911	AlphaBetaTCR	iedb_receptor:20911-alpha	iedb_receptor:20911-beta
iedb_receptor:20912	AlphaBetaTCR	iedb_receptor:20912-alpha	iedb_receptor:20912-beta
iedb_receptor:20913	AlphaBetaTCR	iedb_receptor:20913-alpha	iedb_receptor:20913-beta
iedb_receptor:20914	AlphaBetaTCR	iedb_receptor:20914-alpha	iedb_receptor:20914-beta
iedb_receptor:20915	AlphaBetaTCR	iedb_receptor:20915-alpha	iedb_receptor:20915-beta
iedb_receptor:20916	AlphaBetaTCR	iedb_receptor:20916-alpha	iedb_receptor:20916-beta
iedb_receptor:20917	AlphaBetaTCR	iedb_receptor:20917-alpha	iedb_receptor:20917-beta
iedb_receptor:20918	AlphaBetaTCR	iedb_receptor:20918-alpha	iedb_receptor:20918-beta
iedb_receptor:20919	AlphaBetaTCR	iedb_receptor:20919-alpha	iedb_receptor:20919-beta
iedb_receptor:20920	AlphaBetaTCR	iedb_receptor:20920-alpha	iedb_receptor:20920-beta
iedb_receptor:20921	AlphaBetaTCR	iedb_receptor:20921-alpha	iedb_receptor:20921-beta
iedb_receptor:20922	AlphaBetaTCR	iedb_receptor:20922-alpha	iedb_receptor:20922-beta
iedb_receptor:20923	AlphaBetaTCR	iedb_receptor:20923-alpha	iedb_receptor:20923-beta
iedb_receptor:20924	AlphaBetaTCR	iedb_receptor:20924-alpha	iedb_receptor:20924-beta
iedb_receptor:20925	AlphaBetaTCR	iedb_receptor:20925-alpha	iedb_receptor:20925-beta
iedb_receptor:20926	AlphaBetaTCR	iedb_receptor:20926-alpha	iedb_receptor:20926-beta
iedb_receptor:20927	AlphaBetaTCR	iedb_receptor:20927-alpha	iedb_receptor:20927-beta
iedb_receptor:20928	AlphaBetaTCR	iedb_receptor:20928-alpha	iedb_receptor:20928-beta
iedb_receptor:20929	AlphaBetaTCR	iedb_receptor:20929-alpha	iedb_receptor:20929-beta
iedb_receptor:20930	AlphaBetaTCR	iedb_receptor:20930-alpha	iedb_receptor:20930-beta
iedb_receptor:20931	AlphaBetaTCR	iedb_receptor:20931-alpha	iedb_receptor:20931-beta
iedb_receptor:20932	AlphaBetaTCR	iedb_receptor:20932-alpha	iedb_receptor:20932-beta
iedb_receptor:20933	AlphaBetaTCR	iedb_receptor:20933-alpha	iedb_receptor:20933-beta
iedb_receptor:20934	AlphaBetaTCR	iedb_receptor:20934-alpha	iedb_receptor:20934-beta
iedb_receptor:20935	AlphaBetaTCR	iedb_receptor:20935-alpha	iedb_receptor:20935-beta
iedb_receptor:20936	AlphaBetaTCR	iedb_receptor:20936-alpha	iedb_receptor:20936-beta
iedb_receptor:20937	AlphaBetaTCR	iedb_receptor:20937-alpha	iedb_receptor:20937-beta
iedb_receptor:20938	AlphaBetaTCR	iedb_receptor:20938-alpha	iedb_receptor:20938-beta
iedb_receptor:20939	AlphaBetaTCR	iedb_receptor:20939-alpha	iedb_receptor:20939-beta
iedb_receptor:20940	AlphaBetaTCR	iedb_receptor:20940-alpha	iedb_receptor:20940-beta
iedb_receptor:20941	AlphaBetaTCR	iedb_receptor:20941-alpha	iedb_receptor:20941-beta
iedb_receptor:20942	AlphaBetaTCR	iedb_receptor:20942-alpha	iedb_receptor:20942-beta
iedb_receptor:20943	AlphaBetaTCR	iedb_receptor:20943-alpha	iedb_receptor:20943-beta
iedb_receptor:20457	AlphaBetaTCR	iedb_receptor:20457-alpha	iedb_receptor:20457-beta
iedb_receptor:20944	AlphaBetaTCR	iedb_receptor:20944-alpha	iedb_receptor:20944-beta
iedb_receptor:20945	AlphaBetaTCR	iedb_receptor:20945-alpha	iedb_receptor:20945-beta
iedb_receptor:20946	AlphaBetaTCR	iedb_receptor:20946-alpha	iedb_receptor:20946-beta
iedb_receptor:20947	AlphaBetaTCR	iedb_receptor:20947-alpha	iedb_receptor:20947-beta
iedb_receptor:20948	AlphaBetaTCR	iedb_receptor:20948-alpha	iedb_receptor:20948-beta
iedb_receptor:20949	AlphaBetaTCR	iedb_receptor:20949-alpha	iedb_receptor:20949-beta
iedb_receptor:20591	AlphaBetaTCR	iedb_receptor:20591-alpha	iedb_receptor:20591-beta
iedb_receptor:20950	AlphaBetaTCR	iedb_receptor:20950-alpha	iedb_receptor:20950-beta
iedb_receptor:20630	AlphaBetaTCR	iedb_receptor:20630-alpha	iedb_receptor:20630-beta
iedb_receptor:20478	AlphaBetaTCR	iedb_receptor:20478-alpha	iedb_receptor:20478-beta
iedb_receptor:20951	AlphaBetaTCR	iedb_receptor:20951-alpha	iedb_receptor:20951-beta
iedb_receptor:20952	AlphaBetaTCR	iedb_receptor:20952-alpha	iedb_receptor:20952-beta
iedb_receptor:20953	AlphaBetaTCR	iedb_receptor:20953-alpha	iedb_receptor:20953-beta
iedb_receptor:20655	AlphaBetaTCR	iedb_receptor:20655-alpha	iedb_receptor:20655-beta
iedb_receptor:20954	AlphaBetaTCR	iedb_receptor:20954-alpha	iedb_receptor:20954-beta
iedb_receptor:20955	AlphaBetaTCR	iedb_receptor:20955-alpha	iedb_receptor:20955-beta
iedb_receptor:20956	AlphaBetaTCR	iedb_receptor:20956-alpha	iedb_receptor:20956-beta
iedb_receptor:20957	AlphaBetaTCR	iedb_receptor:20957-alpha	iedb_receptor:20957-beta
iedb_receptor:20958	AlphaBetaTCR	iedb_receptor:20958-alpha	iedb_receptor:20958-beta
iedb_receptor:20959	AlphaBetaTCR	iedb_receptor:20959-alpha	iedb_receptor:20959-beta
iedb_receptor:23495	AlphaBetaTCR		iedb_receptor:23495-beta
iedb_receptor:23496	AlphaBetaTCR		iedb_receptor:23496-beta
iedb_receptor:23497	AlphaBetaTCR		iedb_receptor:23497-beta
iedb_receptor:23498	AlphaBetaTCR		iedb_receptor:23498-beta
iedb_receptor:23499	AlphaBetaTCR		iedb_receptor:23499-beta
iedb_receptor:23500	AlphaBetaTCR		iedb_receptor:23500-beta
iedb_receptor:23501	AlphaBetaTCR		iedb_receptor:23501-beta
iedb_receptor:23502	AlphaBetaTCR		iedb_receptor:23502-beta
iedb_receptor:23503	AlphaBetaTCR		iedb_receptor:23503-beta
iedb_receptor:23504	AlphaBetaTCR		iedb_receptor:23504-beta
iedb_receptor:23505	AlphaBetaTCR		iedb_receptor:23505-beta
iedb_receptor:23506	AlphaBetaTCR		iedb_receptor:23506-beta
iedb_receptor:23507	AlphaBetaTCR		iedb_receptor:23507-beta
iedb_receptor:23508	AlphaBetaTCR		iedb_receptor:23508-beta
iedb_receptor:23509	AlphaBetaTCR		iedb_receptor:23509-beta
iedb_receptor:23510	AlphaBetaTCR		iedb_receptor:23510-beta
iedb_receptor:23511	AlphaBetaTCR		iedb_receptor:23511-beta
iedb_receptor:23512	AlphaBetaTCR		iedb_receptor:23512-beta
iedb_receptor:23513	AlphaBetaTCR		iedb_receptor:23513-beta
iedb_receptor:23514	AlphaBetaTCR		iedb_receptor:23514-beta
iedb_receptor:23515	AlphaBetaTCR		iedb_receptor:23515-beta
iedb_receptor:23516	AlphaBetaTCR		iedb_receptor:23516-beta
iedb_receptor:23517	AlphaBetaTCR		iedb_receptor:23517-beta
iedb_receptor:23546	AlphaBetaTCR		iedb_receptor:23546-beta
iedb_receptor:23547	AlphaBetaTCR		iedb_receptor:23547-beta
iedb_receptor:23548	AlphaBetaTCR		iedb_receptor:23548-beta
iedb_receptor:23549	AlphaBetaTCR		iedb_receptor:23549-beta
iedb_receptor:23550	AlphaBetaTCR		iedb_receptor:23550-beta
iedb_receptor:23551	AlphaBetaTCR		iedb_receptor:23551-beta
iedb_receptor:23552	AlphaBetaTCR		iedb_receptor:23552-beta
iedb_receptor:23553	AlphaBetaTCR		iedb_receptor:23553-beta
iedb_receptor:23554	AlphaBetaTCR		iedb_receptor:23554-beta
iedb_receptor:23555	AlphaBetaTCR		iedb_receptor:23555-beta
iedb_receptor:23556	AlphaBetaTCR		iedb_receptor:23556-beta
iedb_receptor:23557	AlphaBetaTCR		iedb_receptor:23557-beta
iedb_receptor:23558	AlphaBetaTCR		iedb_receptor:23558-beta
iedb_receptor:23559	AlphaBetaTCR		iedb_receptor:23559-beta
iedb_receptor:23560	AlphaBetaTCR		iedb_receptor:23560-beta
iedb_receptor:23561	AlphaBetaTCR		iedb_receptor:23561-beta
iedb_receptor:23562	AlphaBetaTCR		iedb_receptor:23562-beta
iedb_receptor:23563	AlphaBetaTCR		iedb_receptor:23563-beta
iedb_receptor:23564	AlphaBetaTCR		iedb_receptor:23564-beta
iedb_receptor:23565	AlphaBetaTCR		iedb_receptor:23565-beta
iedb_receptor:23566	AlphaBetaTCR		iedb_receptor:23566-beta
iedb_receptor:23567	AlphaBetaTCR		iedb_receptor:23567-beta
iedb_receptor:23568	AlphaBetaTCR		iedb_receptor:23568-beta
iedb_receptor:23569	AlphaBetaTCR		iedb_receptor:23569-beta
iedb_receptor:23609	AlphaBetaTCR		iedb_receptor:23609-beta
iedb_receptor:23610	AlphaBetaTCR		iedb_receptor:23610-beta
iedb_receptor:23611	AlphaBetaTCR		iedb_receptor:23611-beta
iedb_receptor:23612	AlphaBetaTCR		iedb_receptor:23612-beta
iedb_receptor:23613	AlphaBetaTCR		iedb_receptor:23613-beta
iedb_receptor:23614	AlphaBetaTCR		iedb_receptor:23614-beta
iedb_receptor:23615	AlphaBetaTCR		iedb_receptor:23615-beta
iedb_receptor:23616	AlphaBetaTCR		iedb_receptor:23616-beta
iedb_receptor:23617	AlphaBetaTCR		iedb_receptor:23617-beta
iedb_receptor:23618	AlphaBetaTCR		iedb_receptor:23618-beta
iedb_receptor:23619	AlphaBetaTCR		iedb_receptor:23619-beta
iedb_receptor:23620	AlphaBetaTCR		iedb_receptor:23620-beta
iedb_receptor:23621	AlphaBetaTCR		iedb_receptor:23621-beta
iedb_receptor:23622	AlphaBetaTCR		iedb_receptor:23622-beta
iedb_receptor:23623	AlphaBetaTCR		iedb_receptor:23623-beta
iedb_receptor:23624	AlphaBetaTCR		iedb_receptor:23624-beta
iedb_receptor:23625	AlphaBetaTCR		iedb_receptor:23625-beta
iedb_receptor:23626	AlphaBetaTCR		iedb_receptor:23626-beta
iedb_receptor:23627	AlphaBetaTCR		iedb_receptor:23627-beta
iedb_receptor:23628	AlphaBetaTCR		iedb_receptor:23628-beta
iedb_receptor:23629	AlphaBetaTCR		iedb_receptor:23629-beta
iedb_receptor:23630	AlphaBetaTCR		iedb_receptor:23630-beta
iedb_receptor:23631	AlphaBetaTCR		iedb_receptor:23631-beta
iedb_receptor:23632	AlphaBetaTCR		iedb_receptor:23632-beta
iedb_receptor:23634	AlphaBetaTCR		iedb_receptor:23634-beta
iedb_receptor:23635	AlphaBetaTCR		iedb_receptor:23635-beta
iedb_receptor:23636	AlphaBetaTCR		iedb_receptor:23636-beta
iedb_receptor:23637	AlphaBetaTCR		iedb_receptor:23637-beta
iedb_receptor:23638	AlphaBetaTCR		iedb_receptor:23638-beta
iedb_receptor:23639	AlphaBetaTCR		iedb_receptor:23639-beta
iedb_receptor:23640	AlphaBetaTCR		iedb_receptor:23640-beta
iedb_receptor:23641	AlphaBetaTCR		iedb_receptor:23641-beta
iedb_receptor:23642	AlphaBetaTCR		iedb_receptor:23642-beta
iedb_receptor:23643	AlphaBetaTCR		iedb_receptor:23643-beta
iedb_receptor:23644	AlphaBetaTCR		iedb_receptor:23644-beta
iedb_receptor:23645	AlphaBetaTCR		iedb_receptor:23645-beta
iedb_receptor:23704	AlphaBetaTCR		iedb_receptor:23704-beta
iedb_receptor:23705	AlphaBetaTCR		iedb_receptor:23705-beta
iedb_receptor:23706	AlphaBetaTCR		iedb_receptor:23706-beta
iedb_receptor:23707	AlphaBetaTCR		iedb_receptor:23707-beta
iedb_receptor:23708	AlphaBetaTCR		iedb_receptor:23708-beta
iedb_receptor:23709	AlphaBetaTCR		iedb_receptor:23709-beta
iedb_receptor:23710	AlphaBetaTCR		iedb_receptor:23710-beta
iedb_receptor:23711	AlphaBetaTCR		iedb_receptor:23711-beta
iedb_receptor:23712	AlphaBetaTCR		iedb_receptor:23712-beta
iedb_receptor:23713	AlphaBetaTCR		iedb_receptor:23713-beta
iedb_receptor:23714	AlphaBetaTCR		iedb_receptor:23714-beta
iedb_receptor:23715	AlphaBetaTCR		iedb_receptor:23715-beta
iedb_receptor:23716	AlphaBetaTCR		iedb_receptor:23716-beta
iedb_receptor:23717	AlphaBetaTCR		iedb_receptor:23717-beta
iedb_receptor:23718	AlphaBetaTCR		iedb_receptor:23718-beta
iedb_receptor:23719	AlphaBetaTCR		iedb_receptor:23719-beta
iedb_receptor:23720	AlphaBetaTCR		iedb_receptor:23720-beta
iedb_receptor:23721	AlphaBetaTCR		iedb_receptor:23721-beta
iedb_receptor:23722	AlphaBetaTCR		iedb_receptor:23722-beta
iedb_receptor:23723	AlphaBetaTCR		iedb_receptor:23723-beta
iedb_receptor:23795	AlphaBetaTCR		iedb_receptor:23795-beta
iedb_receptor:23796	AlphaBetaTCR		iedb_receptor:23796-beta
iedb_receptor:23797	AlphaBetaTCR		iedb_receptor:23797-beta
iedb_receptor:23798	AlphaBetaTCR		iedb_receptor:23798-beta
iedb_receptor:23799	AlphaBetaTCR		iedb_receptor:23799-beta
iedb_receptor:23800	AlphaBetaTCR		iedb_receptor:23800-beta
iedb_receptor:23801	AlphaBetaTCR		iedb_receptor:23801-beta
iedb_receptor:23802	AlphaBetaTCR		iedb_receptor:23802-beta
iedb_receptor:23803	AlphaBetaTCR		iedb_receptor:23803-beta
iedb_receptor:23804	AlphaBetaTCR		iedb_receptor:23804-beta
iedb_receptor:23805	AlphaBetaTCR		iedb_receptor:23805-beta
iedb_receptor:23806	AlphaBetaTCR		iedb_receptor:23806-beta
iedb_receptor:23807	AlphaBetaTCR		iedb_receptor:23807-beta
iedb_receptor:23808	AlphaBetaTCR		iedb_receptor:23808-beta
iedb_receptor:23809	AlphaBetaTCR		iedb_receptor:23809-beta
iedb_receptor:23810	AlphaBetaTCR		iedb_receptor:23810-beta
iedb_receptor:23811	AlphaBetaTCR		iedb_receptor:23811-beta
iedb_receptor:23812	AlphaBetaTCR		iedb_receptor:23812-beta
iedb_receptor:23862	AlphaBetaTCR		iedb_receptor:23862-beta
iedb_receptor:23863	AlphaBetaTCR		iedb_receptor:23863-beta
iedb_receptor:23864	AlphaBetaTCR		iedb_receptor:23864-beta
iedb_receptor:23865	AlphaBetaTCR		iedb_receptor:23865-beta
iedb_receptor:23866	AlphaBetaTCR		iedb_receptor:23866-beta
iedb_receptor:23867	AlphaBetaTCR		iedb_receptor:23867-beta
iedb_receptor:23868	AlphaBetaTCR		iedb_receptor:23868-beta
iedb_receptor:23869	AlphaBetaTCR		iedb_receptor:23869-beta
iedb_receptor:23870	AlphaBetaTCR		iedb_receptor:23870-beta
iedb_receptor:23871	AlphaBetaTCR		iedb_receptor:23871-beta
iedb_receptor:23872	AlphaBetaTCR		iedb_receptor:23872-beta
iedb_receptor:23873	AlphaBetaTCR		iedb_receptor:23873-beta
iedb_receptor:23874	AlphaBetaTCR		iedb_receptor:23874-beta
iedb_receptor:23875	AlphaBetaTCR		iedb_receptor:23875-beta
iedb_receptor:23876	AlphaBetaTCR		iedb_receptor:23876-beta
iedb_receptor:23877	AlphaBetaTCR		iedb_receptor:23877-beta
iedb_receptor:23878	AlphaBetaTCR		iedb_receptor:23878-beta
iedb_receptor:23879	AlphaBetaTCR		iedb_receptor:23879-beta
iedb_receptor:23880	AlphaBetaTCR		iedb_receptor:23880-beta
iedb_receptor:23881	AlphaBetaTCR		iedb_receptor:23881-beta
iedb_receptor:23882	AlphaBetaTCR		iedb_receptor:23882-beta
iedb_receptor:23883	AlphaBetaTCR		iedb_receptor:23883-beta
iedb_receptor:23884	AlphaBetaTCR		iedb_receptor:23884-beta
iedb_receptor:23885	AlphaBetaTCR		iedb_receptor:23885-beta
iedb_receptor:23938	AlphaBetaTCR		iedb_receptor:23938-beta
iedb_receptor:23939	AlphaBetaTCR		iedb_receptor:23939-beta
iedb_receptor:23940	AlphaBetaTCR		iedb_receptor:23940-beta
iedb_receptor:23941	AlphaBetaTCR		iedb_receptor:23941-beta
iedb_receptor:23942	AlphaBetaTCR		iedb_receptor:23942-beta
iedb_receptor:23943	AlphaBetaTCR		iedb_receptor:23943-beta
iedb_receptor:23944	AlphaBetaTCR		iedb_receptor:23944-beta
iedb_receptor:23945	AlphaBetaTCR		iedb_receptor:23945-beta
iedb_receptor:23946	AlphaBetaTCR		iedb_receptor:23946-beta
iedb_receptor:23947	AlphaBetaTCR		iedb_receptor:23947-beta
iedb_receptor:23948	AlphaBetaTCR		iedb_receptor:23948-beta
iedb_receptor:23949	AlphaBetaTCR		iedb_receptor:23949-beta
iedb_receptor:23950	AlphaBetaTCR		iedb_receptor:23950-beta
iedb_receptor:23951	AlphaBetaTCR		iedb_receptor:23951-beta
